"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","363","18.3"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","336,914","4.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","5,984","16.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","34,272","22.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","705","27.5"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","9,177","20.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","31,485","8.4"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","1,083","21.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","12,271","21.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","40,162","10.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","2,123","22.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","6,449","1.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","452,771","5.4"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","2,968","17.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","2,266","9.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","2,266","9.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","8,497","7.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","11","60.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","11","66.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","264,908","5.9"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))","82,358","16.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)","29,811","1.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","182,550","2.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","80,494","8.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","14,783","22.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","114,355","5.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","108,413","5.4"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (1 PRODUCERS)","260,552","6.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (2 PRODUCERS)","79,353","5.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (3 TO 4 PRODUCERS)","100,192","8.3"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (5 OR MORE PRODUCERS)","34,444","6.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TENURE","TENURE: (FULL OWNER)","370,086","6.3"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TENURE","TENURE: (PART OWNER)","88,126","4.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TENURE","TENURE: (TENANT)","16,328","3.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","474,540","5.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (EXCL FAMILY FARMS)","200,388","7.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))","84,531","0.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $))","27,260","25.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))","45,114","9.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))","81,779","1.4"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $))","35,469","11.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES)","403","48.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)","90","2.9"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES)","477","31.4"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (100 TO 249 ACRES)","318","16.4"
